"player","position","team","bye","dstBlk","dstFumlRec","dstInt","dstPtsAllow","dstRetTd","dstSack","dstSafety","dstTd","fg","fg0019","fg0039","fg2029","fg3039","fg4049","fg50","fgAtt","fgMiss","fumbles","games","pass300","pass350","pass40","pass400","passAtt","passComp","passCompPct","passInc","passInt","passTds","passYds","rec","rec100","rec150","rec200","rec40","recTds","recYds","regTds","returnTds","returnYds","rush100","rush150","rush200","rush40","rushAtt","rushTds","rushYds","sacks","twoPts","xp","status","yahooId","fbgId","cbsId","foxId","fftId","birthdate","draftYear","mflId"
"Nick OLeary","TE","BUF",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.138935574229692,,,,0,0,2.52907142857143,,0,0,0,0,0,0,0,0,0.31155303030303,0,0,0,"UDF",28582,"OLeaNi00",1860760,,,"1992-08-31 01:00:00",2015,12207
"Darren Waller","WR","BAL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28592,"WallDa00",1850793,,,"1992-09-13 01:00:00",2015,
"DeVante Parker","WR","MIA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.02367194780988,,,,0.1,0.230661696178938,48.4228958630528,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28402,"ParkDe01",1851283,,15271,"1993-01-20 00:00:00",2015,12176
"Dezmin Lewis","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28622,"LewiDe01",2009423,,,"1992-12-05 00:00:00",2015,12371
"Dres Anderson","WR","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28793,,1752624,,,"1992-07-20 01:00:00",2015,
"Jamison Crowder","WR","WAS",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626517273576097,1,0,0,0,0,0,0,0,0,0,0,0,3.45557142857143,,,,0.2,0.128714285714286,36.3871023713129,,0,9.88995873452544,0,0,0,0,0.0451303155006859,0,0.249242424242424,0,0,0,"ACT",28493,"CrowJa00",1850749,,,"1993-06-17 01:00:00",2015,12184
"Justin Hardy","WR","ATL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3685,,,,0,0.128571428571429,23.9602082128398,,0,2.06905089408528,0,0,0,0,0,0,0,0,0,0,"ACT",28495,"HardJu00",1762379,,15201,"1991-12-18 00:00:00",2015,12185
"Keith Mumphery","WR","HOU",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29247311827957,,,,0,0,3.23522833178006,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28563,"MumpKe00",1762315,,,"1992-06-05 01:00:00",2015,12331
"Kenny Bell","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"UDF",28550,"BellKe02",1751721,,,"1992-02-25 00:00:00",2015,12195
"Phillip Dorsett","WR","IND",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305322128851541,1,0,0,0,0,0,0,0,0,0,0,0,3.18757142857143,,,,0,0.205214285714286,36.0675534991324,,0,2.65378266850069,0,0,0,0,0.245130315500686,0,1.39725631768953,0,0,0,"ACT",28417,"DorsPh00",1836058,,15158,"1993-01-05 00:00:00",2015,12188
"Rashad Greene","WR","JAC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.41671428571429,,,,0,0.29438982070561,15.3733950260266,,0,20.7839064649243,0,0,0,0,0,0,0.308375451263538,0,0,0,"ACT",28527,"GreeRa01",1860750,,15193,"1992-09-23 01:00:00",2015,12183
"Tre McBride","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"UDF",28633,"McBrTr00",1825510,,,"1992-12-01 00:00:00",2015,12260
"Ty Montgomery","WR","GB",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.773928571428571,,,,0.1,0.0714285714285714,9.15124349334876,,0,32.143878954608,0,0,0,0,0.254869684499314,0,1.21770833333333,0,0,0,"ACT",28482,"MontTy01",1851149,,,"1993-01-22 00:00:00",2015,12261
"Tyler Lockett","WR","SEA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259571428571429,1,0,0,0,0,0,0,0,0,0,0,0,3.86007142857143,,,,0.3,0.471023713128976,50.7695199537305,,0,54.5063273727648,0,0,0,0,0.135390946502058,0,1.16093862815884,0,0,0,"ACT",28457,"LockTy00",1860834,,15237,"1992-09-28 01:00:00",2015,12187
"Vince Mayle","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28511,"MaylVi00",2079732,,,,,12196
"Tevin Coleman","RB","ATL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16265172735761,1,0,0,0,0,0,0,0,0,0,0,0,1.89807142857143,0,0,0,0,0.0766428571428572,13.4127819548872,,0,0,,,,0,8.89921428571428,0.246857142857143,33.4330827067669,0,0,0,"ACT",28461,"ColeTe01",2001839,,15138,"1993-04-16 01:00:00",2015,12152
"Devin Funchess","WR","CAR",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321195144724557,1,0,0,0,0,0,0,0,0,0,0,0,2.37307142857143,,,,0.1,0.456333140543667,37.667032967033,,0,0.494773039889959,0,0,0,0,0,0,0.0619318181818182,0,0,0,"ACT",28429,"FuncDe00",2001877,,15175,"1994-05-21 01:00:00",2015,12205
"Duke Johnson","RB","CLE",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069467787114846,1,0,0,0,0,0,0,0,0,0,0,0,3.60857142857143,0,0,0,0.1,0.123357142857143,27.5990746096009,,0,1.30440165061898,,,,0,9.16435714285714,0.128714285714286,31.0859456333141,0,0,0,"UDF",28465,"JohnDu00",1998316,,15221,"1993-09-23 01:00:00",2015,12157
"Gerald Christian","TE","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28644,"ChriGe00",1737150,,,"1991-08-26 01:00:00",2015,12385
"Jaelen Strong","WR","HOU",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2645,,,,0,0.124571428571429,17.7387507229612,,0,3.0585969738652,0,0,0,0,0,0,0.237545126353791,0,0,0,"ACT",28458,"StroJa00",2061051,,15325,"1994-01-25 00:00:00",2015,12179
"Jalston Fowler","RB","TEN",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.205219012115564,0,0,0,0,0,1.77241379310345,,0,0,,,,0,0.0627213420316869,0,0.249487418452936,0,0,0,"ACT",28496,"FowlJa00",1737130,,,,,12294
"Marcus Mariota","QB","TEN",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330532212885154,1,,,0.6,,31.5068571428571,20.2569285714286,64.4294557142857,11.2499285714286,0.814921920185078,1.34690572585309,240.766975130133,0,0,0,0,0,0,0,,0,0,0,0,0,0,4.18571428571429,0.148071428571429,23.2007518796992,2.94497936726272,0,0,"UDF",28390,"MariMa01",1880862,,15240,"1993-10-30 01:00:00",2015,12141
"Maxx Williams","TE","BAL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.981605975723623,,,,0,0.0373482726423903,9.32642857142857,,0,0.224896836313618,0,0,0,0,0,0,0,0,0,0,"ACT",28443,"WillMa01",1983769,,15349,"1994-04-12 01:00:00",2015,12206
"Melvin Gordon","RB","SD",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194771241830065,1,0,0,0,0,0,0,0,0,0,0,0,2.1285,0,0,0,0,0.1,14.4309427414691,,0,0.134938101788171,,,,0.1,14.8475,0.512781954887218,55.5211683053788,0,0,0,"ACT",28403,"GordMe00",1871347,,15187,"1993-04-13 01:00:00",2015,12151
"Sammie Coates","WR","PIT",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305322128851541,1,0,0,0,0,0,0,0,0,0,0,0,1.76442857142857,,,,0,0.1235,21.6753614806246,,0,3.68830811554333,0,0,0,0,0,0,0.308375451263538,0,0,0,"ACT",28475,"CoatSa00",1824794,,15136,"1993-03-31 01:00:00",2015,12178
"T.J. Yeldon","RB","JAC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069467787114846,1,0,0,0,0,0,0,0,0,0,0,0,2.69492857142857,0,0,0,0.1,0.0766428571428572,18.9766338924234,,0,0,,,,0.1,13.3801428571429,0.383071428571429,48.3666281087334,0,0,0,"ACT",28424,"YeldTJ00",1984224,,15355,"1993-10-02 01:00:00",2015,12153
"Todd Gurley","RB","LA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13734827264239,1,0,0,0,0,0,0,0,0,0,0,0,2.13707142857143,0,0,0,0,0,15.8804511278195,,0,6.52200825309491,,,,0.1,18.7574285714286,0.540142857142857,71.9906304222094,0,0,0,"UDF",28398,"GurlTo01",2000877,,15197,"1994-08-03 01:00:00",2015,12150
"Kenny Hilliard","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,"ACT",28623,"HillKe00",1824828,,,"1991-10-31 01:00:00",2015,12167
"Aaron Ripkowski","RB","GB",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.180785714285714,0,0,0,0.1,0,2.88854829381145,,0,0,,,,0,0.157285714285714,0,1.16136495083864,0,0,0,"ACT",28594,"RipkAa00",2174201,,,,,12353
"Blake Bell","TE","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.814098972922503,,,,0,0.0373482726423903,7.63221428571429,,0,0,0,0,0,0,0,0,0.31155303030303,0,0,0,"ACT",28505,"BellBl00",1737101,,,"1991-08-07 01:00:00",2015,12213
"DaRon Brown","WR","KC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28621,"BrowDa01",1762348,,,"1991-09-21 01:00:00",2015,12370
"Amari Cooper","WR","OAK",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321195144724557,1,0,0,0,0,0,0,0,0,0,0,0,5.87128571428571,,,,0.1,0.5,74.2102371312897,,0,0.854607977991747,0,0,0,0,0.2,0,0.667581227436823,0,0,0,"ACT",28392,"CoopAm00",1984220,,15143,"1994-06-18 01:00:00",2015,12175
"Dorial Green-Beckham","WR","PHI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.19507142857143,,,,0,0.1765,30.6399074609601,,0,1.88913342503439,0,0,0,0,0,0,0,0,0,0,"ACT",28428,"GreeDo00",1996129,,15192,"1993-04-12 01:00:00",2015,12180
"C.J. Uzomah","TE","CIN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.10792857142857,,,,0.1,0.181857142857143,23.2126662810873,,0,0,0,0,0,0,0,0,0.237545126353791,0,0,0,"ACT",28545,"UzomCJ00",2174118,,,"1993-01-14 00:00:00",2015,12317
"Sean Mannion","QB","LA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,0.72296918767507,0.444631185807656,42.1412986928105,0.278338001867414,0,0,4.02922502334267,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0550206327372765,0,0,"UDF",28477,"MannSe00",1737484,,,"1992-04-25 01:00:00",2015,12145
"Tyler Varga","RB","IND",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,3.6,,0,0,,,,0,0.5,0,1.3,0,0,0,"ACT",28752,"VargTy00",1995486,,,"1993-09-24 01:00:00",2015,12393
"A.J. Derby","TE","NE",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.820082530949106,,,,0,0.0449793672627235,8.19078404401651,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28590,"DerbAJ00",2061203,,,"1991-09-20 01:00:00",2015,12351
"Jay Ajayi","RB","MIA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462365591397849,1,0,0,0,0,0,0,0,0,0,0,0,0.616129032258065,0,0,0,0,0,8.00410065237651,,0,0,,,,0,2.64086021505376,0.0462365591397849,19.7951537744641,0,0,0,"ACT",28537,"AjayJa00",1825212,,15102,"1993-06-15 01:00:00",2015,12154
"Tyler Kroft","TE","CIN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.56028571428571,,,,0.1,0.170071428571429,14.3770965876229,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28473,"KrofTy00",1824200,,,"1992-10-15 01:00:00",2015,12212
"Brett Hundley","QB","GB",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,0.302054154995332,0.166293183940243,57.1966386554622,0.135760971055089,0,0,2.46664285714286,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.15266106442577,0,-0.15266106442577,0.089958734525447,0,0,"ACT",28535,"HundBr00",1824723,,,"1993-06-15 01:00:00",2015,12142
"Breshad Perriman","WR","BAL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.69635714285714,,,,0.1,0.129785714285714,25.1859285714286,,0,3.68830811554333,0,0,0,0,0,0,0,0,0,0,"ACT",28414,"PerrBr02",1984950,,15274,"1993-09-10 01:00:00",2015,12197
"Nelson Agholor","WR","PHI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626517273576097,1,0,0,0,0,0,0,0,0,0,0,0,2.80721428571429,,,,0,0.253142857142857,33.5785425101215,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28408,"AghoNe00",1996508,,15101,"1993-05-24 01:00:00",2015,12181
"Stefon Diggs","WR","MIN",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.33335714285714,,,,0.1,0.448872180451128,52.102949681897,,0,2.17469050894085,0,0,0,0,0.3,0,1.31848375451264,0,0,0,"ACT",28534,"DiggSt00",2000038,,15156,"1993-11-29 00:00:00",2015,12186
"Duron Carter","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,,,,,0,,0,"ACT",28373,"CartDu00",2167523,4741,14580,"1991-03-22 01:00:00",2015,12102
"DeAndre Smelter","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28520,"SmelDe00",2078901,,,"1991-12-03 00:00:00",2015,12204
"Javorius Allen","RB","BAL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.995060577819199,0,0,0,0.1,0.0372786579683132,10.2576319543509,,0,0,,,,0,1.61043802423113,0.0679403541472507,10.7519258202568,0,0,0,"ACT",28513,"AlleJa03",1851113,,15106,"1991-08-27 01:00:00",2015,12159
"Jesse James","TE","PIT",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.23778571428571,,,,0,0.413302486986698,29.0238288027762,,0,0,0,0,0,0,0,0,0.26115523465704,0,0,0,"ACT",28548,"JameJe00",1983808,,,"1994-06-04 01:00:00",2015,12211
"Joey Iosefa","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,"UDF",28619,"IoseJo00",1752580,,,,,12368
"Matt Jones","RB","WAS",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164239028944911,1,0,0,0,0,0,0,0,0,0,0,0,1.65164285714286,0,0,0,0,0.1,17.7823019086177,,0,0,,,,0.1,12.3854285714286,0.375477154424523,50.8643146327357,0,0,0,"ACT",28483,"JoneMa03",2000854,,15226,"1992-11-17 00:00:00",2015,12162
"Michael Burton","RB","DET",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.174557315936626,0,0,0,0,0,1.69645852749301,,0,0,,,,0,0.167940354147251,0,0.538303821062442,0,0,0,"ACT",28556,"BurtMi00",1759407,,,"1992-02-01 00:00:00",2015,12325
"Marcus Murphy","RB","NO",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0320596458527493,0,0,0,0,0,0.40641940085592,,0.1,75,,,,0,0.128238583410997,0,0.78830242510699,0,0,0,"ACT",28618,"MurpMa01",2174220,,,"1991-10-03 01:00:00",2015,12367
"Mario Alford","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28626,"AlfoMa00",2079057,,,,,12374
"Kaelin Clay","WR","BAL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"UDF",28572,"ClayKa00",2131924,,,"1992-01-03 00:00:00",2015,12337
"Chris Conley","WR","KC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3595,,,,0,0.152071428571429,25.4507229612493,,0,2.2939477303989,0,0,0,0,0,0,0.557386363636364,0,0,0,"ACT",28464,"ConlCh00",1824756,,15141,"1992-10-25 01:00:00",2015,12257
"Geremy Davis","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28574,"DaviGe00",1763468,,,"1992-01-10 00:00:00",2015,12338
"J.J. Nelson","WR","ARI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321195144724557,1,0,0,0,0,0,0,0,0,0,0,0,0.948071428571428,,,,0.1,0.105214285714286,16.7463851937536,,0,2.51884456671252,0,0,0,0,0.209739368998628,0,0.893181818181818,0,0,0,"UDF",28547,"NelsJJ00",2174122,,,"1992-04-24 01:00:00",2015,12319
"DeAndrew White","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28800,,,,,,,12429
"Randall Telfer","TE","CLE",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.27796451914099,,,,0,0,3.53621428571429,,0,0,0,0,0,0,0,0,0,0,0,0,"UDF",28586,"TelfRa00",1737172,,,"1992-05-16 01:00:00",2015,12347
"Jason Myers","K","JAC",5,0,0,0,0,0,0,0,0,1.87428571428571,0,,0.613235252400185,0.606450442848016,0.538881175116137,0.171857408117758,1.75633383010432,0.151266766020864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1155,"ACT",28378,,2169640,4744,,,,12437
"Jarryd Hayne","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,,28379,,2169687,,,"1988-02-15 00:00:00",2015,12256
"Evan Spencer","WR","TB",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28575,"SpenEv00",2174198,,,,,12339
"Kennard Backman","TE","GB",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28601,"BackKe00",2174199,,,"1993-02-26 00:00:00",2015,12359
"James OShaughnessy","TE","KC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.157422969187675,,,,0,0,1.50046685340803,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28561,"OShaJa00",2174148,,,,,12330
"Kevin White","WR","CHI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.02492857142857,,,,0.1,0.375477154424523,40.6257952573742,,0,2.47386519944979,0,0,0,0,0,0,0.213935018050542,0,0,0,"ACT",28395,"WhitKe00",2060558,,15344,"1993-06-25 01:00:00",2015,12177
"Devin Smith","WR","NYJ",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28425,"SmitDe01",1871319,,15316,,,12182
"David Johnson","RB","ARI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13734827264239,1,0,0,0,0,0,0,0,0,0,0,0,3.56778571428571,0,0,0,0.1,0.253142857142857,36.2303065355697,,0,6.20715268225585,,,,0.1,15.6018571428571,0.64973973395026,61.0297281665703,0,0,0,"ACT",28474,"JohnDa09",1760290,,15223,"1991-12-16 00:00:00",2015,12171
"Mike Davis","RB","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.372428571428571,0,0,0,0,0,3.41758241758242,,0,0.449793672627235,,,,0,1.89935714285714,0,6.44083285135917,0,0,0,"ACT",28514,"DaviMi01",2000079,,,"1993-02-19 00:00:00",2015,12164
"Neal Sterling","WR","JAC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.902606310013717,,0,0,0,0,0,0,0,0,0,0,0,0,"UDF",28608,"SterNe00",2174212,,,,,12363
"Andre Debose","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"RES",28609,"DeboAn00",2174215,,,,,12364
"Geoff Swaim","TE","DAL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.508602150537634,,,,0,0.0462365591397849,4.75302889095992,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28634,"SwaiGe00",2174207,,,,,12378
"Trevor Siemian","QB","DEN",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,,,0.4,,26.8890714285714,16.4816428571429,61.6126285,10.4074285714286,1.05355696934644,1.29658762290341,186.825448235975,0,0,0,0,0,0,0,,0,0,0,0,0,0,2.10342857142857,0.0480714285714286,8.53718912666281,1.97991746905089,0,0,"ACT",28638,"SiemTr00",2174210,,,,,12381
"Josh Robinson","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,0,"ACT",28593,"RobiJo00",1878033,,15293,"1992-08-24 01:00:00",2015,12163
"Rory Anderson","TE","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28642,"AndeRo01",1852846,,,"1992-10-02 01:00:00",2015,11702
"Quan Bray","WR","IND",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.657859848484848,,,,0,0.266425992779783,17.1418050541516,,0,27.9760660247593,0,0,0,0,0,0,0.237545126353791,0,0,0,"ACT",28740,"BrayQu00",,,,,,12561
"Trey Williams","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,"ACT",28865,"WillTr02",1996291,,,"1992-12-11 00:00:00",2015,12392
"Kyle Brindza","K","FA",,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"ACT",28878,,1825182,,,"1993-01-13 00:00:00",2015,12416
"DeAndre Carter","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28947,,2174795,,,"1993-04-10 01:00:00",2015,12394
"John Crockett","RB","GB",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,"ACT",28922,"CrocJo00",2011030,,,"1992-02-16 00:00:00",2015,12388
"Beau Gardner","TE","ATL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",28821,,2174784,,,"1989-12-27 00:00:00",2015,
